NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                             MESSAGE
voting                        32m         Warning   Unhealthy                                pod/voting-voting-app-vote-66cf974bf6-cfccp                        Liveness probe failed: Get "http://10.68.1.10:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
default                       28m         Warning   NodeRegistrationCheckerDidNotRunChecks   node/gke-portable-voting-default-pool-cc21b921-hl2v                Thu Aug 20 10:23:22 UTC 2026 - **     Node ready and registered. **
default                       28m         Warning   NodeRegistrationCheckerDidNotRunChecks   node/gke-portable-voting-default-pool-cc21b921-xfjv                Thu Aug 20 10:23:48 UTC 2026 - **     Node ready and registered. **
voting                        26m         Normal    Killing                                  pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Container vote failed liveness probe, will be restarted
voting                        25m         Normal    Pulled                                   pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Container image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" already present on machine and can be accessed by the pod
voting                        17m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-vote                                  Scaled up replica set voting-voting-app-vote-6f8d556494 from 0 to 1
voting                        17m         Normal    Scheduled                                pod/voting-voting-app-vote-6f8d556494-vdfzh                        Successfully assigned voting/voting-voting-app-vote-6f8d556494-vdfzh to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        17m         Normal    Scheduled                                pod/voting-voting-app-result-844994b44b-p7ml6                      Successfully assigned voting/voting-voting-app-result-844994b44b-p7ml6 to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        17m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-result-844994b44b                     Created pod: voting-voting-app-result-844994b44b-p7ml6
voting                        17m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-vote-6f8d556494                       Created pod: voting-voting-app-vote-6f8d556494-vdfzh
voting                        17m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-result                                Scaled up replica set voting-voting-app-result-844994b44b from 0 to 1
voting                        14m         Normal    Pulled                                   pod/voting-voting-app-result-844994b44b-p7ml6                      Container image "ghcr.io/saudelm/kubernetes-portable-voting-app/result:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" already present on machine and can be accessed by the pod
voting                        14m         Normal    Created                                  pod/voting-voting-app-result-844994b44b-p7ml6                      Container created
voting                        17m         Normal    Pulled                                   pod/voting-voting-app-vote-6f8d556494-vdfzh                        Container image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" already present on machine and can be accessed by the pod
voting                        17m         Normal    Created                                  pod/voting-voting-app-vote-6f8d556494-vdfzh                        Container created
voting                        17m         Normal    Started                                  pod/voting-voting-app-vote-6f8d556494-vdfzh                        Container started
